계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링
삐삐,"지인선물로 받은 밀크터치 x 혜림쌤 톤온섀도우팔레트 
02 원모어 핑크스푼 팔목 스와치 & 아이메이크업",11,0,452,"['선물', '받다', '밀크', '터치', '혜림', '섀도우', '팔레트', '모어', '핑크', '스푼', '팔목', '스와치', '아이', '메이크업']",,선물 받다 밀크터치 혜림 섀도우 팔레트 모어핑크 스푼 팔목스와치 아이 메이크업,0.0
삐삐,"데이지크 로즈밀크티 섀도우 팔레트 (지인선물)
팔목 스와치 & 아이메이크업 완성샷 !",0,0,452,"['데이', '지크', '밀크', '섀도우', '팔레트', '선물', '팔목', '스와치', '아이', '메이크업', '완성']",,데이 지크 밀크섀도우 팔레트선물 팔목 스와치 아이 메이크업 완성,0.0
삐삐,"홀리카홀리카 츄 & 핑크어텐션 & 베리휘그 
밝은 조명 & 어두운 조명 !",7,0,452,"['리카', '리카', '핑크', '텐션', '베리', '휘그', '밝다', '조명', '두운', '조명']",,리카 리카 핑크텐션 베리 휘그밝다 조명 두운조명,0.0
삐삐,"심플레인 글림온치크 1호 글림온하트 5호 펄리팬지 구매해봤어요 
1호가 생각보다 발색이 은은하고 펄의 비중이 많았고 
5호는 펄의 크기가 작으면서 발색이 잘 올라왔어요 !",8,0,452,"['심플', '레인', '글림', '오다', '크다', '글림', '하트', '펄리', '팬지', '구매', '해봤다', '호가', '생각', '보다', '발색', '은은하다', '비중', '많다', '크기', '작다', '발색', '자다', '올라오다']",,심플 레인 글림오다 크다 글림하트 펄리 팬지구매 해봤다 호가 생각 보다발색 은은하다비중 많다 크기작다 발색 자다올라오다,1.0
삐삐,"#단순선물 키스미 시크릿 음영 아이라이너 핑크베이지 사용해봤어요 !! 진짜 이번 컬러 너무 잘나왔다고 자신있게 말할수 있는 예쁜 핑크베이지 컬러 ㅜㅜㅜ 
올영세일하면 하나 구매해보셔용",2,0,452,"['키스미', '시크릿', '음영', '아이라이너', '핑크', '베이지', '사용', '해봤다', '진짜', '이번', '컬러', '너무', '잘나오다', '자시다', '예쁘다', '핑크', '베이지', '컬러', '하나', '구매', '해보다', '#단순선물']",,키스미 시크릿음영 아이라이너 핑크 베이지사용 해봤다 진짜 이번 컬러너무 잘나오다자시다 예쁘다핑크 베이지 컬러 하나 구매해보다 #단순선물,0.0
삐삐,제품제공 (타채널) 에뛰드 그레이세요 그럼 팔목 스와치컷,10,0,452,"['제품', '제공', '채널', '에뛰드', '그레이', '그렇다', '팔목', '스와치']",,제품 제공 채널에뛰드 그레이그렇다 팔목 스와치,0.0
삐삐,"미문도 아비에토 러쉬브라운 & 더스키그레이 
그래픽직경 13.0mm 
곧 나올 렌즈인데 체험단으로 한번 껴봤어요 ! 완전데일리",9,0,452,"['밉다', '문도', '아비', '러쉬', '브라운', '스키', '그레이', '그래픽', '직경', '나오다', '렌즈', '체험', '한번', '끼다', '보다', '완전', '일리']",,밉다 문도 아비러쉬 브라운 스키 그레이 그래픽 직경 나오다렌즈 체험 한번끼다 보다 완전일리,1.0
삐삐,"코덕 계정이지만,,이번에 한 네일이 꽤나 맘에 들어서 올려보는 사진,, 뭔가 y2k 느낌 나는 네일이에옹 
(내돈내산) 망원역 네일 _ 네일,연오",1,0,452,"['코덕', '계정', '이지만', '이번', '네일', '들어서다', '올리다', '보다', '사진', '뭔가', '느낌', '네일', '망원역', '네일', '네일', '연오']",,코덕 계정 이지만 이번 네일들어서다 올리다 보다 사진뭔가 느낌 네일망원역 네일 네일 연오,1.0
삐삐,"#타채널제품제공 3CE 핏팅메쉬쿠션 바르고 29도 날씨에 강아지 산책 갔다와서 코랑 인중땀 그대로 있는 사진이예요 ㅠ(더러울수 있어용,,)
 약간의 주름끼임 말고 뜨지 않은게 넘 신기해서 찍어봤어용,,! 볼쪽은 말짱해요
저는 건성피부 입니다 !",5,0,452,"['핏팅', '메쉬', '쿠션', '바르다', '날씨', '강아지', '산책', '가다', '오다', '인중', '그대로', '사진', '예요', '더럽다', '약간', '주름', '끼임', '말고', '뜨다', '않다', '넘다', '신기하다', '찍다', '보다', '볼쪽', '말짱하다', '건성', '피부', '#타채널제품제공']",,핏팅 메쉬 쿠션바르다 날씨 강아지 산책 가다오다 인중 그대로 사진 예요더럽다 약간 주름 끼임 말고뜨다 않다 넘다신기하다 찍다보다 볼쪽 말짱하다 건성 피부#타채널제품제공,0.0
삐삐,"#광고 #타채널광고 웨이크메이크 코팅밤 2주동안 써본 후기 
35도가 넘는 날씨에 강아지 산책하면서 바르고 다녔는데
인중땀이 주륵주륵 흐르는데도 다크닝없었고 잘 붙어있던 파데
여름에는 파우더 필수지만 겨울에 미친듯이 잘 쓸것 같아요
2번째 사진은 산책 후에 찍은 사진,,!",4,0,452,"['웨이', '크다', '메이크', '코팅', '동안', '써다', '보다', '후기', '넘다', '날씨', '강아지', '산책', '바르다', '다니다', '인중', '주륵주륵', '흐르다', '다크', '없다', '자다', '붙다', '파다', '여름', '에는', '파우더', '필수', '지만', '겨울', '미치다', '자다', '쓸다', '같다', '번째', '사진', '산책', '찍다', '사진', '#광고', '#타채널광고']",,웨이 크다 메이크 코팅 동안써다 보다 후기넘다 날씨 강아지 산책 바르다다니다 인중 주륵주륵 흐르다다크 없다 자다붙다 파다 여름에는 파우더 필수 지만 겨울미치다 자다 쓸다 같다 번째사진 산책 찍다사진 #광고 #타채널광고,0.0
삐삐,"이번에 원영이 인스타에 올라온 렌즈는
어도러블 그레이 원데이 예요 !!
예전에 발색찍어뒀는데 도움이 되시길
#하파크리스틴 #장원영렌즈 #그레이렌즈 #원영이렌즈 #hapakristin",12,0,452,"['이번', '원영', '인스타', '올라오다', '렌즈', '어도', '러블', '그레이', '원데이', '예요', '예전', '발색', '찍다', '두다', '도움', '되다', '#하파크리스틴', '#장원영렌즈', '#그레이렌즈', '#원영이렌즈', '#hapakristin']",,이번 원영 인스타 올라오다 렌즈 어도 러블그레이 원데이예요 예전 발색찍다 두다 도움되다 #하파크리스틴 #장원영렌즈 #그레이렌즈 #원영이렌즈#hapakristin,0.0
삐삐,"제품제공 (타채널)
에뛰드 낫배드에디션 그레이세요그럼 
& 하트팝 블러셔 아이스아우라 화이트돌핀",0,0,452,"['제품', '제공', '채널', '에뛰드', '배드', '에디', '그레이', '하트', '블러셔', '아이스', '아우라', '화이트', '돌핀']",,제품 제공 채널에뛰드 배드 에디 그레이 하트블러셔 아이스아우라 화이트돌핀,0.0
삐삐,"#타채널제품제공 투쿨포스쿨 노즈쉐딩 나와서 써봤는데,,아주 맘에 드는것,, 회갈색이라서 코 음영 뚝딱이였어용",0,0,452,"['투쿨', '포스', '노즈쉐딩', '나오다', '써다', '보다', '아주', '들다', '회갈색', '이라서', '음영', '뚝딱', '#타채널제품제공']",,투쿨 포스 노즈쉐딩 나오다 써다 보다 아주들다 회갈색 이라서 음영 뚝딱#타채널제품제공,0.0
삐삐,"클리오 후로페샤날 청과 자두자두제철이야 
진짜 너무 맘에 들어요 
#클리오 #후로페샤날 #자두자두제철이야",13,0,452,"['클리오', '후로페샤날', '청과', '자두', '제철', '이야', '진짜', '너무', '들다', '#클리오', '#후로페샤날', '#자두자두제철이야']",,클리오 후로페샤날 청과 자두제철 이야 진짜너무 들다 #클리오 #후로페샤날 #자두자두제철이야,0.0
삐삐,무지개맨션 아이팔레트 01 페어리핑크 발색 !,3,0,452,"['무지개', '맨션', '아이', '팔레트', '페어리', '핑크', '발색']",,무지개 맨션 아이 팔레트 페어리 핑크 발색,0.0
삐삐,#타채널제품제공 클리오 프로아이팔레트 에어 11 쇼핑하는 치즈냥 아이메컵,0,0,452,"['클리오', '프로', '아이', '팔레트', '에어', '쇼핑', '치즈', '아이', '메컵', '#타채널제품제공']",,클리오 프로 아이 팔레트 에어쇼핑 치즈 아이메컵 #타채널제품제공,0.0
삐삐,"시세이도 파운데이션 전색상 맛보기,,
보정 안한거라서 (호수도 안적은 원본)
 제일 실물에 가까울거예요 ヾ(•ω•`)o",3,0,452,"['시세이도', '파운데이션', '색상', '맛보기', '보정', '호수', '적다', '원본', '제일', '실물', '가깝다']",,시세이도 파운데이션 색상 맛보기 보정 호수적다 원본 제일실물 가깝다,0.0
삐삐,"#제품제공 #타채널제품제공 
에뛰드 컬러래스팅 글로우 스틱 전색상 립발색 
8월27일부터 구매시 라이즈 엽서를 1:1로 증정한다는,,
ヾ(•ω•`)o",1,0,452,"['에뛰드', '컬러', '스팅', '로우', '스틱', '색상', '립발색', '월일', '구매', '라이즈', '엽서', '증정', '#제품제공', '#타채널제품제공']",,에뛰드 컬러 스팅 로우 스틱색상 립발색 월일 구매 라이즈엽서 증정 #제품제공 #타채널제품제공,0.0
삐삐,"3ce 올라운더 팔레트 페일베일 메컵 해봤어요
+ 앞머리 쥐 파먹은거 맞습니다.. 그냥 고데기를 못하는 사람입니다..",6,0,452,"['오르다', '팔레트', '페일', '베일', '메컵', '해봤다', '앞머리', '파먹다', '맞다', '그냥', '곱다', '기르다', '사람']",,오르다 팔레트페일 베일 메컵해봤다 앞머리파먹다 맞다 그냥 곱다 기르다사람,1.0
삐삐,"제품제공(타채널)
컬러그램 누디 블러 틴트 2호 플러핑크 6호 베리비키",4,0,452,"['제품','제공', '채널', '컬러', '그램', '누디', '블러', '틴트', '플러', '핑크', '베리', '비키']",,제품 제공 채널 컬러그램 누디 블러틴트 플러 핑크베리 비키,0.0
삐삐,"솔직히 잉크무드글로이 틴트에,,고무줄 리본 끼우고 (파우치 안에 굴러다녀서 다 풀러지는)
고무줄 네잎클로버 달아주는 것 보다 
이렇게 외관에 체리 박혀있는 게 훨씬 더 맘에 들어용,,
어디까지나 개취",2,0,452,"['솔직하다', '잉크', '무드', '로이', '틴트', '고무줄', '리본', '끼우다', '파우치', '구르다', '다니다', '풀다', '고무줄', '네잎클로버', '달다', '보다', '이렇게', '외관', '체리', '박히다', '훨씬', '들다', '어디', '까지나', '개취']",,솔직하다 잉크무드 로이 틴트고무줄 리본 끼우다 파우치 구르다 다니다 풀다 고무줄 네잎클로버 달다 보다 이렇게 외관체리 박히다 훨씬 들다 어디까지나 개취,1.0
삐삐,"#에뛰드 #단종템 에뛰드 룩앳마이아이즈 단종템부활 컬러 ! 팔목 스와치 미리보기 
#룩앳마이아이즈 #에뛰드싱글섀도우 #단종템부활",14,0,452,"['에뛰드', '룩앳', '마이', '아이즈', '단종', '부활', '컬러', '팔목', '스와치', '미리보기', '#에뛰드', '#단종템', '#룩앳마이아이즈', '#에뛰드싱글섀도우', '#단종템부활']",,에뛰드 룩앳 마이 아이즈 단종부활 컬러 팔목스와치 미리보기 #에뛰드 #단종템 #룩앳마이아이즈 #에뛰드싱글섀도우 #단종템부활,0.0
삐삐,"#제품제공 데이지크 컬러페인팅 컬렉션 
소프트 블러치크 4가지 컬러 발색 ! + 볼 발색은 멘션으로 남겨두었어요! 
이번에 나온 컬러페인팅 컬렉션이 6월30일까지 런칭프로모션을 진행중인데 
그중에서 요 치크 8종은 6월 24일 자사몰에서 1+1 30,000원 -> 15,000원 으로 50%할인한다고 해요!",7,0,452,"['데이', '지크', '컬러', '페인', '컬렉션', '소프트', '블러', '크다', '가지', '컬러', '발색', '발색', '멘션', '남기다', '두다', '이번', '나오다', '컬러', '페인', '컬렉션', '월일', '런칭', '프로모션', '진행중', '크다', '종은', '자사', '몰다', '할인', '#제품제공']",,데이 지크 컬러페인 컬렉션 소프트 블러 크다가지 컬러 발색발색 멘션 남기다 두다 이번나오다 컬러 페인 컬렉션 월일런칭 프로모션진행중 크다 종은 자사 몰다할인 #제품제공,0.0
삐삐,"제품제공 (타채널) 
릴리바이레드 스모어딥 컬렉션 밀키 블러 퐁듀바
02 생크림에빠진딸기
04 크림치즈에빠진자두 (립오일 기획세트)
06 흑당에 빠진 오디",4,0,452,"['제품', '제공', '채널', '릴리', '바이', '레드', '스모', '컬렉션', '밀키', '블러', '퐁듀', '생크림', '빠지다', '딸기', '크림', '치즈', '빠지다', '자두', '오일', '기획', '세트', '빠지다', '오디']",,제품 제공 채널릴리 바이 레드스모 컬렉션 밀키 블러 퐁듀생크림 빠지다딸기 크림 치즈빠지다 자두 오일 기획 세트빠지다 오디,0.0
삐삐,"제품제공(타채널) 
에스쁘아 톤페어링 리퀴드 치크 
세레나데 & 솔티핑크 
릴스 만들다가 색감이랑 광이 예뻐서 캡쳐한사진 올려보아용,,!! 
(두개 섞어서 볼에 올렸서용)",3,0,452,"['제품', '제공', '채널', '에스쁘', '페어', '퀴드', '크다', '세레나데', '솔티', '핑크', '릴스', '만들다', '색감', '이랑', '예쁘다', '캡쳐', '사진', '올리다', '보다', '섞다', '올리다']",,제품 제공 채널 에스쁘 페어 퀴드크다 세레나데솔티 핑크 릴스만들다 색감 이랑 예쁘다 캡쳐사진 올리다 보다 섞다 올리다,0.0
삐삐,"제품제공 (타채널) 누그레이 스웨이 치크 블러셔 
5호 솜 6호 씬 7호 슬릿 8호 누딧 
차례대로 볼에 올린 발색컷 입니당 ~!",1,0,452,"['제품', '제공', '채널', '그레이', '스웨', '크다', '블러셔', '슬릿', '누딧', '차례대로', '올리다', '발색컷']",,제품 제공 채널그레이 스웨 크다 블러셔 슬릿누딧 차례대로올리다 발색컷,0.0
삐삐,"캔메이크 무뉴토 하이라이터 04 블루토파즈 
촬영용으로 과하게 발랐지만,, 그만큼 블루색감이 잘 보이는 하는 마음으로 올렸어요! 
요즘 저의 최애 하라,,",4,0,452,"['메이크', '무뉴토', '하이', '라이터', '블루', '토파즈', '촬영', '바르다', '그만큼', '블루', '색감', '자다', '보이다', '마음', '올리다', '요즘', '최애', '하라']",,메이크 무뉴토하이 라이터 블루 토파즈 촬영바르다 그만큼블루 색감 자다보이다 마음 올리다 요즘 최애하라,0.0
삐삐,"#타채널제품제공 에뛰드 디어달링 마커틴트 전색상 발색 
립 & 팔목 스와치",6,0,452,"['에뛰드', '디어', '달링', '마커', '틴트', '색상', '발색', '팔목', '스와치', '#타채널제품제공']",,에뛰드 디어 달링 마커 틴트색상 발색 팔목스와치 #타채널제품제공,0.0
삐삐,"삐아 핫팅에디션 아이팔레트 3호 유어핫팅 
팔목 스와치랑 메컵사진 가지고 왔어용 
인스타로 받아서 리뷰의무 없움 !",4,0,452,"['핫팅', '에디', '아이', '팔레트', '유어핫팅', '팔목', '스와치', '메컵', '사진', '가지', '오다', '인스타', '받다', '리뷰', '의무', '없다']",,핫팅 에디 아이팔레트 유어핫팅 팔목 스와치메컵 사진 가지오다 인스타 받다 리뷰 의무없다,1.0
삐삐,"#타채널광고 얼터너티브스테레오 솝누드 쿠션
전색상 발색이랑 간단한 손바닥 발색컷 가져왔어용 
개인적으로 퍼프가 직사각형이라서 코옆에 세밀하게 발라주기 좋더라구요 !! 
약간의 세미글로우라서 뽀얀 속광이 올라온답니당",0,0,452,"['얼터너티브', '스테레오', '누드', '쿠션', '색상', '발색', '이랑', '간단하다', '손바닥', '발색컷', '가져오다', '개인', '퍼프', '직사각형', '이라서', '코옆', '세밀', '발라', '주기', '좋다', '약간', '세미', '로우', '라서', '뽀얗다', '올라오다', '#타채널광고']",,얼터너티브 스테레오 누드 쿠션 색상 발색이랑 간단하다손바닥 발색컷가져오다 개인퍼프 직사각형이라서 코옆 세밀 발라 주기좋다 약간 세미로우 라서 뽀얗다 올라오다 #타채널광고,0.0
삐삐,"어퓨 일본한정 하이라이터 30g 8천원대 ,,
구매한다면 전색상 사고 싶는데 생각보다 비싸서 고민되네용",0,0,452,"['어퓨', '일본', '한정', '하이', '라이터', '천원', '구매', '색상', '사고', '싶다', '생각', '보다', '비싸다', '고민', '되다']",,어퓨 일본 한정하이 라이터 천원 구매 색상사고 싶다 생각보다 비싸다 고민 되다,1.0
삐삐,"#제품제공 
@dasiquekr
 
데이지크 마이베어 컬렉션 


곰돌이 컬렉션이라고 해서 넘 기대했던 라인인데 
어딜봐도 곰돌이가 있어서 발색하는 내내 
마음이 설렜던 컬렉션이예요 >< 


발색은 타래로",1,0,452,"['데이', '지크', '마이', '베다', '컬렉션', '곰돌이', '컬렉션', '이라고', '넘다', '기대하다', '라인', '어딜', '보다', '곰돌이', '발색', '내내', '마음', '설레다', '컬렉션', '예요', '발색', '타래', '#제품제공']",,데이 지크 마이베다 컬렉션 곰돌이 컬렉션 이라고 넘다 기대하다 라인 어딜보다 곰돌이 발색 내내 마음설레다 컬렉션예요 발색 타래#제품제공,0.0
삐삐,"씰 맛집 후카후카스튜디오 에뛰드 콜라보
그냥 종이 스티커도 아니라 에폭시라서 넘모 맘에 들어요!! 안쓰고 소장할 예정,, 어떻게 써",16,0,452,"['맛집', '후카', '후카', '스튜디오', '에뛰드', '콜라보', '그냥', '종이', '스티커', '아니다', '에폭시', '라서', '넘다', '들다', '쓰다', '소장', '예정', '어떻다', '써다']",,맛집 후카 후카스튜디오 에뛰드 콜라보 그냥종이 스티커 아니다 에폭시 라서 넘다 들다쓰다 소장 예정어떻다 써다,1.0
삐삐,"간만에 좀 어둑한 메컵,,
렌즈_하파 더스크브라운 
섀도우 _ 3ce 로 뉴트럴스 (<제품제공)",0,0,452,"['간만', '어둑하다', '메컵', '렌즈', '스크', '브라운', '섀도우', '뉴트럴스', '제품', '제공']",,간만 어둑하다메컵 렌즈 스크브라운 섀도우뉴트럴스 제품제공,0.0
삐삐,"홀리카홀리카 멜팅 블러립팟 차례대로 레들리, 피크, 로지스 컬러 ! 
퓌보다 가격이 싸다는 점에서 나름 만족,,! 
입술 전색상 발색 찍는다고 립 컨디션이 극악이였는데
이정도면 주름,각질부각이 굉장히 적은 편 같아요",1,0,452,"['리카', '리카', '멜팅', '블러', '립팟', '차례대로', '레들리', '피크', '지스', '컬러', '보다', '가격', '싸다', '나름', '만족', '입술', '색상', '발색', '찍다', '컨디션', '극악', '이정', '도면', '주름', '각질', '부각', '굉장하다', '적다', '같다']",,리카 리카 멜팅블러 립팟 차례대로 레들리 피크 지스 컬러보다 가격 싸다나름 만족 입술색상 발색 찍다컨디션 극악 이정 도면 주름각질 부각 굉장하다 적다 같다,1.0
삐삐,"무신사 뷰티페스타 럭키박스 에서 리필드 
아직도 널널하게 재고 남아있는 거 보고 한마디 적어요
그동안 바이럴 때문에 이미지 안 좋아서 일부러 후기는 안올렸었어요,,
6월부터 쓰고 있는데 화한 자극도 없었고
머리 묶다가 머리카락 뽑힐때 훨씬 더디게 뽑힌다고 느꼈어요
광고 빼면 다 좋은데,,",2,0,452,"['물다', '뷰티', '페스', '럭키', '박스', '필드', '아직도', '널다', '재고', '남다', '보고', '한마디', '적다', '그동안', '바이럴', '때문', '이미지', '좋다', '일부러', '후기', '올리다', '쓰다', '화하다', '자극', '없다', '머리', '묶다', '머리카락', '뽑히다', '훨씬', '더디다', '뽑히다', '느끼다', '광고', '빼다', '좋다']",,물다 뷰티 페스럭키 박스 필드아직도 널다 재고 남다 보고한마디 적다 그동안 바이럴 때문 이미지 좋다일부러 후기 올리다 쓰다 화하다 자극 없다머리 묶다 머리카락 뽑히다 훨씬 더디다 뽑히다 느끼다 광고빼다 좋다,0.0
삐삐,"웨이크메이크 쉬어 레이어링 듀얼 블러셔 04 핑크인텐스 
발색 너무 잘 올라와서 행복,,,",0,0,452,"['웨이', '크다', '메이크', '쉬다', '레이어', '듀얼', '블러셔', '핑크', '발색', '너무', '자다', '올라오다', '행복']",,웨이 크다 메이크 쉬다 레이어듀얼 블러셔 핑크 발색 너무자다 올라오다행복,0.0
삐삐,"#타채널제품제공 투에이엔 베러미 아이팔레트
01 썬릿 03 미스티 04 뉴데이 05디어미 팔목스와치 !",4,0,452,"['에이엔', '러미', '아이', '팔레트', '썬릿', '미스티', '데이', '어미', '팔목', '스와치', '#타채널제품제공']",,에이엔 러미 아이 팔레트 썬릿미스티 데이 어미 팔목 스와치#타채널제품제공,0.0
삐삐,"파츠 많이 올리는 걸 좋아하는데 또 핑크색듀 좋아하는 취향,, 이번에 한 네일 슬쩍 올려보아용ヾ(•ω•`)o
> 네일샵 _ 네일,연오 (내돈내산)",0,0,452,"['파츠', '많이', '올리다', '좋아하다', '핑크색', '좋아하다', '취향', '이번', '네일', '슬쩍', '올리다', '보다', '네일', '네일', '연오']",,파츠 많이 올리다 좋아하다 핑크색 좋아하다취향 이번 네일슬쩍 올리다 보다 네일 네일연오,0.0
삐삐,"#타채널제품제공 헤라 에어리 파우더 프라이머 
제품컷> 사용 전> 후 
요고 처음 써보는데 입자가 너무너무 고와요,,! 
아이프라이머 & 파우더 겸용으로 쓰기 좋은 프라이머에옹",0,0,452,"['헤라', '에어리', '파우더', '프라이머', '제품', '사용', '처음', '써다', '보다', '입자', '너무', '너무', '아이', '프라이머', '파우더', '겸용', '쓰기', '좋다', '프라이머', '#타채널제품제공']",,헤라 에어리 파우더 프라이머제품 사용 처음써다 보다 입자너무 너무 아이프라이머 파우더 겸용 쓰기좋다 프라이머#타채널제품제공,0.0
삐삐,"#타채널제품제공 
깜빡 1기둥 9mm 10mm 11mm 오리지널 속눈썹
8월 30일 부터 9월 한달 동안 30% 할인>14,700원
올영세일 기간은 1000원 추가할인 쿠폰>13,700원
이라고 합니당",5,0,452,"['깜빡', '기둥', '리지', '속눈썹', '동안', '할인', '기간', '추가', '할인', '쿠폰', '이라고', '#타채널제품제공']",,깜빡 기둥 리지속눈썹 동안 할인 기간 추가할인 쿠폰 이라고 #타채널제품제공,0.0
삐삐,최애 컬러는 한번 더 올리기_ 웨메 오버블러링팟,1,0,452,"['최애', '컬러', '한번', '리기', '웨메', '오버', '블러', '링팟']",,최애 컬러 한번리기 웨메 오버블러 링팟,0.0
삐삐,"로블님 떼샷보고 반해서 구매한 캔메이크 실키수플레 아이즈 모닝비올라,,! 
보라보라빔!!! 
손으로 발색하면 펄이 올라오는데 브러쉬로 바르니까 어느정도 펄이 날라가서 더 좋았어요 !!",0,0,452,"['로블님', '떼샷보', '반하다', '구매', '메이크', '실키수플레', '아이즈', '모닝', '비올라', '보라보라', '발색', '올라오다', '브러쉬', '바르다', '어느', '정도', '나르다', '좋다']",,로블님 떼샷보반하다 구매 메이크 실키수플레 아이즈 모닝비올라 보라보라 발색 올라오다 브러쉬 바르다 어느 정도나르다 좋다,0.0
삐삐,"단순선물로 받아서 간만에 렌즈 릴스 만들었는데 4시간 걸린 사람,, 인플분들은 대체 릴스를 어떻게 공장처럼 많이 올리시는건지 존경스러울 따름이네요,,",0,0,452,"['선물', '받다', '간만', '렌즈', '릴스', '만들다', '시간', '걸리다', '사람', '대체', '릴스', '어떻다', '공장', '처럼', '많이', '올리다', '건지다', '존경', '스럽다', '따르다']",,선물 받다 간만렌즈 릴스 만들다 시간 걸리다사람 대체 릴스어떻다 공장 처럼 많이 올리다건지다 존경 스럽다 따르다,1.0
삐삐,데이지크 로맨틱블라썸 팔레트 & 글로우 치크 사용해봤는데 여쿨분들은 좋아하실 것 같아용,1,0,452,"['데이', '지크', '로맨틱', '블라썸', '팔레트', '로우', '크다', '사용', '해봤다', '분들', '좋아하다', '같다']",,데이 지크 로맨틱 블라썸 팔레트 로우 크다사용 해봤다 분들 좋아하다 같다,0.0
단은,"롬앤 공식몰 멜팅밤, 선클린, 브로우 원플원!!
너무 많이 소문내지 말아달라고 하셨지만 제 계정은 많이들 안보시니깐요...


개코님 유튭영상으로 들어가면 링크있어요
타래로 달아들게요 ♡",61,0,"1,174","['롬앤', '공식', '몰다', '멜팅밤', '클린', '브로', '많이', '소문', '내지', '달라', '계정은', '많이', '들다', '보다', '개코', '유튭영상', '들어가다', '링크', '타래', '들다']",,롬앤 공식 몰다멜팅밤 클린 브로 많이 소문내지 달라 계정은 많이 들다보다 개코 유튭영상 들어가다링크 타래 들다,0.0
단은,"다이소 스팟케어 제품 내돈내산 3종 비교


어퓨 더퓨어 티트리 스팟 세럼 (8ml)
마데카21 테카 솔루션 수딩 스팟 젤 (15ml)
해서린 스팟 케어 클리어 젤 (10ml)


결론 : 하나만 산다면 마데카21 추천
But 용도별로 셋 다 유용함 (타래로)",32,0,"1,174","['다이소', '스팟', '케어', '제품', '비교', '퓨어', '트리', '스팟', '데카', '테카', '솔루션', '수딩', '스팟', '서린', '스팟', '케어', '클리어', '결론', '하나', '산다', '데카', '추천', '용도', '별로', '유용하다', '타래']",,다이소 스팟 케어 제품 비교퓨어 트리 스팟데카 테카 솔루션 수딩 스팟서린 스팟 케어클리어 결론 하나 산다 데카추천 용도 별로유용하다 타래,1.0
단은,"무신사 금토일 30퍼 쿠폰
스킨푸드 샤인머스캣 바하 토너 강강강추
7300원도 반값인데 4400원?? 그냥 사야함


이거 쓰면 아침에 요철 싹들어가서 세수할때 걸리는거없이 맨들맨들해요
4400원에 이런 토너 없음 진짜진짜진짜로",31,0,"1,174","['물다', '금토일', '쿠폰', '스킨푸드', '샤인', '스캣', '바하', '토너', '강강강', '반값', '그냥', '사다', '쓰다', '아침', '요철', '들어가다', '세수', '걸리다', '없이', '들다', '요원', '이렇다', '토너', '없다', '진짜진짜', '진짜']",,물다 금토일 쿠폰 스킨푸드 샤인 스캣 바하토너 강강강 반값 그냥 사다쓰다 아침 요철들어가다 세수걸리다 없이 들다 요원 이렇다토너 없다 진짜진짜 진짜,1.0
단은,"요즘 열심히 퍼먹는 복숭아들...
(어퓨 PK07만 제품제공)",4,0,"1,174","['요즘', '열심히', '퍼먹는', '복숭아', '들다', '제품', '제공']",,요즘 열심히 퍼먹는 복숭아 들다 제품 제공,0.0
단은,"삐아 글로우 틴트 MLBB 에디션
데일리 보틀 & 썸머 보틀


하 예뻐... 썸머보틀 원픽이야
요렇게 미지근하니 예쁜 색조 뽑기 은근 어려운데 넘 맘에들자나요",16,0,"1,174","['로우', '틴트', '에디', '션데', '일리', '보틀', '썸머', '보틀', '예쁘다', '썸머', '보틀', '이야', '요렇게', '미지근하다', '예쁘다', '색조', '뽑기', '은근', '어렵다', '넘다', '들다', '자다']",,로우 틴트 에디션데 일리 보틀썸머 보틀 예쁘다 썸머 보틀이야 요렇게 미지근하다 예쁘다 색조 뽑기은근 어렵다 넘다 들다 자다,0.0
단은,"#제품제공 (체험단)
내일 발색 말아서 같이올리려고 했는데
참을수없었어..................
얼음구슬이 반짝반짝해..................


롬앤 쉬어 구슬 파우더 04 아이스 베일",4,0,"1,174","['체험', '내일', '발색', '말다', '같이', '올리다', '차다', '없다', '얼음', '구슬', '반짝반짝하다', '롬앤', '쉬다', '구슬', '파우더', '아이스', '베일', '#제품제공']",,체험 내일 발색말다 같이 올리다 차다 없다얼음 구슬 반짝반짝하다 롬앤쉬다 구슬 파우더 아이스 베일#제품제공,0.0
단은,클리오 남산복숭아핑크는 정말 유명한 복숭아임,5,0,"1,174","['클리오', '남산', '복숭아', '핑크', '정말', '유명하다', '복숭아']",,클리오 남산 복숭아 핑크 정말유명하다 복숭아,0.0
단은,"사람들이 하도 큐어소나 큐어소나 하길래
얼마나 좋은가 써봤더니 큐어소나 큐어소나


슼푸 샤머토너에서나 경험했던 요철 싹들어간 매끈매끈함을 다이소 토너에서 경험하다........
어제 다이소가서 한개 더 쟁여둠",13,0,"1,174","['사람', '큐어', '소나', '큐어', '소나', '얼마나', '좋다', '써다', '보다', '큐어', '소나', '큐어', '소나', '슼푸', '샤머토너', '에서나', '경험', '요철', '들어가다', '매끈', '매끈하다', '다이소', '토너', '경험', '어제', '다이소', '가다', '한개', '쟁여둠']",,사람 큐어 소나큐어 소나 얼마나 좋다 써다보다 큐어 소나큐어 소나 슼푸샤머토너 에서나 경험 요철들어가다 매끈매끈하다 다이소 토너 경험어제 다이소 가다 한개 쟁여둠,1.0
