계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링,0,1,ID
무화과,"#무화과물욕
49,000원 정도에 디올 로즈골드 구매!!!!! 
하이라이터 위시 청산!!!!!!!(งᐛ)ว (งᐖ )ว(งᐛ)ว (งᐖ )ว",0,0,"8,930","['정도', '디올', '골드', '구매', '하이', '라이터', '위시', '청산', '#무화과물욕']",0,정도 디올 골드 구매 하이 라이터 위시 청산 #무화과물욕,0,939,939,@fig_mute
무화과,내돈내산 양배추패드 최종진화버전,10,0,"8,930","['양배추', '패드', '최종진', '버전']",0,양배추 패드 최종진 버전,,939,939,@fig_mute
무화과,"#제품제공 #무화과후기
삐아 MLBB 에디션 : 순서대로 좌우 컬러조합이 세트라 보시면 될 것 같아요 뉴트럴-봄웜-여름쿨-가을웜-겨울쿨 순입니다. 전체적으로 명·채도가 비슷하고, 쨍하거나 화사하다기보단 탁기가 있어 소프트한 느낌이에요(예외 : V50 고독한 인생은 딥한 편)
* 실제 색감은",13,0,"8,930","['에디', '순서대로', '좌우', '컬러', '조합', '세트', '보시', '되다', '같다', '트럴봄웜', '여름', '가을', '겨울', '전체', '채도', '비슷하다', '쨍하거', '화사하다', '다기', '보단', '탁기', '소프트', '느낌', '이에요', '예외', '고독', '인생', '실제', '색감', '#제품제공', '#무화과후기']",0,에디 순서대로 좌우 컬러 조합 세트 보시 되다 같다 트럴봄웜 여름 가을 겨울 전체 채도 비슷하다 쨍하거 화사하다 다기 보단 탁기 소프트 느낌 이에요 예외 고독 인생 실제 색감 #제품제공 #무화과후기,,939,939,@fig_mute
무화과,"#무화과후기
ෆ 에스쁘아 오트라떼
ෆ 클리오 낮잠자는 치즈
제 취향이 소나무이긴 한가봐요... 그때그때 꽂힌 컬러계열로 섀도우 팔레트를 사모았다 하면 이런식으로 느낌이 겹치네요",5,0,"8,930","['에스쁘', '라떼', '클리오', '낮잠', '치즈', '취향', '소나무', '이기다', '가보다', '그때', '그때', '꽂히다', '컬러', '계열', '섀도우', '팔레트', '모으다', '이런', '느낌', '치네다', '#무화과후기']",0,에스쁘 라떼 클리오 낮잠 치즈 취향 소나무 이기다 가보다 그때 그때 꽂히다 컬러 계열 섀도우 팔레트 모으다 이런 느낌 치네다 #무화과후기,0,939,939,@fig_mute
무화과,"#무화과물욕
이번 일본 쇼핑 전리품 떼샷! 약간의 광기와 입소문템이 더해져 더 코덕스러운 떼샷이 됨",2,0,"8,930","['이번', '일본', '쇼핑', '전리품', '떼샷', '약간', '광기', '입소', '더하다', '코덕', '스러운', '떼샷', '되다', '#무화과물욕']",0,이번 일본 쇼핑 전리품 떼샷 약간 광기 입소 더하다 코덕 스러운 떼샷 되다 #무화과물욕,0,939,939,@fig_mute
무화과,"#무화과팁
단상자 상하지 않게 여는법 : 스파츌러를 이용하세요",5,0,"8,930","['상자', '상하', '않다', '스파츌러', '이용', '#무화과팁']",0,상자 상하 않다 스파츌러 이용 #무화과팁,0,939,939,@fig_mute
무화과,"#무화과후기
ෆ 어퓨 파스텔 블러셔 춘배 에디션 BE01, PK09
- 파스텔블러셔답게 둘 다 흰기 많은 블러셔에요!
- BE01 : 간만에 발색 잡기 너무 힘들었던 블러셔.. 발색이 진짜 여려요. 탁하지않은 중명도 중채도 핑크베이지! 로즈블러보다 맑고 밝고 핑크기가 덜하면서 누드팝보다 밝고 베이지기가",5,0,"8,930","['어퓨', '파스텔', '블러셔', '추다', '에디', '파스텔', '블러', '셔답', '희다', '많다', '블러셔', '간만', '발색', '잡기', '너무', '힘들다', '블러셔', '발색', '진짜', '여리다', '탁하다', '않다', '명도', '채도', '핑크', '베이지', '블러', '보다', '맑다', '밝다', '핑크', '덜하다', '누드', '보다', '밝다', '베이', '지기', '#무화과후기']",0,어퓨 파스텔 블러셔 추다 에디 파스텔 블러 셔답 희다 많다 블러셔 간만 발색 잡기 너무 힘들다 블러셔 발색 진짜 여리다 탁하다 않다 명도 채도 핑크 베이지 블러 보다 맑다 밝다 핑크 덜하다 누드 보다 밝다 베이 지기 #무화과후기,,939,939,@fig_mute
무화과,"투쿨 트임라이너 헤이즈 삼각존에 발라보고 이 상태 됨
이 자연스러운 눈확장 뭔데... 이게 내 눈에도 되는거였냐고",0,0,"8,930","['투쿨', '트이다', '라이너', '헤이즈', '발라', '보고', '상태', '되다', '자연스럽다', '확장', '에도', '되다']",0,투쿨 트이다 라이너 헤이즈 발라 보고 상태 되다 자연스럽다 확장 에도 되다,0,939,939,@fig_mute
무민,에뛰드 진저슈가 대체템>>바이옴립트리트먼트<< 무려 세일가 2500원 손 끈적거리고 닦아내기 너무 귀찮았는데 광명찾음 끈적한글로스 느낌이 아니라 개맨들맨들 기름바른거같음 팁도 부들부들함 두툼하게 발라놓고자면 각질불려져있음 물로 살살 닦아주면 각질밀려남 평소에 립밤대용으로 발라도됨,510,0,"4,152","['에뛰드', '슈가', '대체', '바이옴', '트리', '트먼트', '무려', '일가', '거리', '닦다', '너무', '귀찮다', '광명', '찾다', '한글', '로스', '느낌', '아니다', '개맨', '기름', '바르다', '같다', '부들부들하다', '바르다', '각질', '불다', '살살', '닦다', '각질', '밀리다', '평소', '립밤', '대용', '발라', '되다']",1,에뛰드 슈가 대체 바이옴 트리 트먼트 무려 일가 거리 닦다 너무 귀찮다 광명 찾다 한글 로스 느낌 아니다 개맨 기름 바르다 같다 부들부들하다 바르다 각질 불다 살살 닦다 각질 밀리다 평소 립밤 대용 발라 되다,1,939,939,@babymoomoomin
무민,아로마티카 티트리 곰팡이 당첨 후기:,0,0,"4,010","['아로마', '티카', '트리', '곰팡이', '당첨', '후기']",0,아로마 티카 트리 곰팡이 당첨 후기,,,,@babymoomoomin
무민,이런 라벤더는 처음이다 쓰리씨이 인더포그+토니모리 글레이즈밤 라벤더블라썸,13,0,"4,010","['이렇다', '라벤더', '처음', '쓰리다', '인더포', '토니모리', '글레이', '라벤더', '블라썸']",0,이렇다 라벤더 처음 쓰리다 인더포 토니모리 글레이 라벤더 블라썸,,,,@babymoomoomin
무민,걍 단순히 브랜드가 ㅂㅅ같이 행동해서 화가나는게 아님 코덕이 아니고 일반인 입장에서 화장품을 구매했을 시절(불과몇달전임)을 생각하면할수록 더 화가남 모두가 제대로 된 교환환불절차를 받을 권리가 있는데 코덕이 들고 일어나야 반응하는 브랜드도 있고 무반응인 브랜드도 있음 어케화가안남,1,0,"4,010","['단순하다', '브랜드', '같이', '행동', '화가', '나다', '아니다', '코덕', '아니다', '일반인', '입장', '화장품', '구매', '시절', '불과', '전임', '생각', '화가', '모두', '제대로', '되다', '교환', '환불', '절차', '받다', '권리', '코덕', '들다', '일어나다', '반응', '브랜드', '반응', '브랜드', '어케', '화가', '안남']",0,단순하다 브랜드 같이 행동 화가 나다 아니다 코덕 아니다 일반인 입장 화장품 구매 시절 불과 전임 생각 화가 모두 제대로 되다 교환 환불 절차 받다 권리 코덕 들다 일어나다 반응 브랜드 반응 브랜드 어케 화가 안남,,,,@babymoomoomin
몽실,"#제품제공 

#ongredients 에서 보내주신 제품!
샵에서 반드시 기초 마무리를 로션으로 해줬었는데
딱 맞는 로션이 나왔네요

바로 짧게 리뷰 갑니다! 

제형이 너무 맘에 든다
애칭처럼 정말 화잘먹 로션이다",4,0,"5,304","['보내다', '제품', '반드시', '기초', '마무리', '로션', '해주다', '맞다', '로션', '나오다', '바로', '짧다', '리뷰', '가다', '너무', '들다', '애칭', '처럼', '정말', '먹다', '로션', '#제품제공', '#ongredients']",0,보내다 제품 반드시 기초 마무리 로션 해주다맞다 로션 나오다 바로 짧다리뷰 가다 너무들다 애칭 처럼정말 먹다 로션#제품제공#ongredients,0,,,@mongsilXmu
몽실,"#제품제공 
@lummir_makeup


런칭만 엄청나게 기다린 브랜드 드디어,, 런칭!!
걸그룹 ‘레드벨벳’ 의 전담 아티스트이신
‘이슬쌤’ 과 공동 개발한 브랜드래요!
이슬쌤 유튜브에 개발 스토리도 올리셨더라구요

Light On Eyes Shadow Palette 
PM 11:00 Summer Night

매트 섀도우는 진짜 엄청",7,0,"5,304","['런칭', '엄청나다', '기다리다', '브랜드', '드디어', '런칭', '걸그룹', '레드', '벨벳', '전담', '아티스트', '이신', '이슬', '공동', '개발', '브랜드', '이슬', '유튜브', '개발', '스토리', '올리다', '매트', '섀도우', '진짜', '엄청', '#제품제공']",0,런칭 엄청나다기다리다 브랜드 드디어 런칭걸그룹 레드 벨벳 전담 아티스트 이신 이슬공동 개발 브랜드 이슬 유튜브개발 스토리 올리다 매트 섀도우 진짜 엄청 #제품제공,0,,,@mongsilXmu
모카의 식판,"#모카밥 요거트월드

초코팅 딸기 치즈큐브 그래놀라 조합+츄러스 찍먹 참 예쁘다..",47,0,589,"['요거트', '월드', '코팅', '딸기', '치즈', '큐브', '그렇다', '놀라다', '조합', '츄러스', '먹다', '차다', '예쁘다', '#모카밥']",0,요거트 월드 코팅 딸기 치즈 큐브 그렇다 놀라다 조합 츄러스 먹다 차다 예쁘다 #모카밥,,939,939,@mokabob_
모카의 식판,#모카밥 아무 날도 아닌데 숟가락으로 퍽퍽 퍼먹는 우유생크림 홀케이크는 더 맛있지,19,0,589,"['아무', '아니다', '숟가락', '퍽퍽', '퍼먹는', '우유', '생크림', '케이크', '맛있다', '#모카밥']",0,아무 아니다 숟가락 퍽퍽 퍼먹는 우유 생크림 케이크 맛있다 #모카밥,,939,939,@mokabob_
모묭˚୨୧⋆.,"#제품제공 #RT_이벤트
어퓨에서 제 트윗을 보시고 연락을 주셔서 알티 이벤트를 진행하게 되었어요
#Rt +#Follow 하신 분 분 추첨해서 어퓨 워터락 피니셔를 선물해드릴게요

수부지다
파우더 처리가 어렵다, 파우더가 갈라진다
이런 분들에게 워터락 피니셔를 추천드려요!",1000,0,1.2만,"['어퓨', '트윗', '보시', '연락', '주다', '알티', '이벤트', '진행', '되어다', '추첨', '어퓨', '워터', '피다', '선물', '해드리다', '부지', '파우더', '처리', '어렵다', '파우더', '갈라지다', '이렇다', '에게', '워터', '피다', '추천', '드리다', '#제품제공', '#RT_이벤트', '#Rt', '#Follow']",0,어퓨 트윗보시 연락주다 알티이벤트 진행되어다 추첨어퓨 워터피다 선물해드리다 부지 파우더처리 어렵다파우더 갈라지다 이렇다에게 워터피다 추천드리다 #제품제공#RT_이벤트 #Rt #Follow,0,,,@Moru_S2_
모묭˚୨୧⋆.,"#RT_이벤트 #제품제공
#RT 하신 분 추첨해서 미샤 섀도우 4개+공용기를 보내드릴게요:)
(각 조합당 3명씩)

4구 팔레트에서 12가지 컬러를 즐길 수 있다?
미샤 트리플 섀도우만 있다면 가능합니다.

이번에 리뉴얼된 미샤 트리플 섀도우
많은 관심 부탁드립니다",1000,0,1.2만,"['추첨', '미샤', '섀도우', '용기', '보내다', '드리다', '조합', '팔레트', '가지', '컬러', '즐기다', '미샤', '트리플', '섀도우', '가능하다', '이번', '리뉴얼', '되다', '미샤', '트리플', '섀도우', '많다', '관심', '부탁드리다', '#RT_이벤트', '#제품제공', '#RT']",0,추첨 미샤섀도우 용기보내다 드리다 조합 팔레트 가지컬러 즐기다미샤 트리플섀도우 가능하다 이번리뉴얼 되다미샤 트리플섀도우 많다관심 부탁드리다 #RT_이벤트 #제품제공 #RT,0,,,@Moru_S2_
모묭˚୨୧⋆.,"#제품제공 #RT_이벤트 
@skinfood_kr


#Rt 하신 두 분께 스킨푸드 X 수키도키 감자패드 기획세트를 드리겠습니당

피부 진정과 색소 침착 개선에 도움이 되는 감자패드! 감자패드와 수키도키가 특별한 콜라보를 진행했습니다",1300,0,1.2만,"['스킨푸드', '도키', '감자', '패드', '기획', '세트', '드리다', '니당다', '피부', '진정', '색소', '침착', '개선', '도움', '되다', '감자', '패드', '감자', '패드', '도키', '특별하다', '콜라보', '진행', '#제품제공', '#RT_이벤트', '#Rt']",0,스킨푸드 도키 감자 패드 기획 세트 드리다니당다 피부진정 색소침착 개선도움 되다감자 패드감자 패드도키 특별하다 콜라보진행 #제품제공 #RT_이벤트 #Rt,0,,,@Moru_S2_
모묭˚୨୧⋆.,"#광고 #제품제공 #RT이벤트
김모묭 또 성덕되다.
#RT + #FOLLOW 하신 분을 추첨해서
미샤 캣치 파운데이션을 드릴게요!

!!미샤 X 웹예능 전과자 할인 프로모션!!
5/23 오후 6시 ~ 5/25 동안 좋은 미샤의 베이스템을 만나보실 수 있습니다!",639,0,1.2만,"['김모묭', '성덕', '되다', '추첨', '미샤', '캣치', '파운데이션', '드리다', '미샤', '예능', '전과자', '할인', '프로모션', '오후', '동안', '좋다', '미샤', '베이', '스템', '만나다', '보다', '#광고', '#제품제공', '#RT이벤트', '#RT', '#FOLLOW']",0,김모묭 성덕되다 추첨미샤 캣치파운데이션드리다 미샤예능 전과자할인 프로모션 오후 동안 좋다 미샤 베이 스템 만나다보다 #광고#제품제공#RT이벤트#RT #FOLLOW,0,,,@Moru_S2_
먹자밥,"야장의 계절이니까….압구정 압편🍻



*한우 김부각 육회

*로제 새우탕

*소고기 스키야키나베



날씨 선선해서 술 죽죽들어간다…",121,0,776,"['야장', '계절', '이니까', '압구정', '압편', '\r\r', '한우', '부각', '육회', '로제', '새우', '소고기', '스키야키', '\r\r', '날씨', '선선', '죽죽', '들어가다']",1,야장 계절 이니까 압구정 압편 한우 부각 육회 로제 새우 소고기 스키야키 날씨 선선 죽죽 들어가다,1,939,939,@bab_10000
먹자밥,"여기 사실 사이드 개맛집이거든요

학교 앞 분식집 떡꼬치랑 계란토스트 먹어..

밤티라미수는 압구정 본점만 서비스로 준대요

근데 제발 팔아줬으면 좋겠음 존나맛맀음",961,0,776,"['여기', '사실', '사이드', '맛집', '거들다', '학교', '분식집', '꼬치', '계란', '토스트', '먹다', '티라미수', '압구정', '본점', '서비스', '근데', '제발', '주다', '좋다', '존나', '맛맀음']",1,여기 사실 사이드 맛집 거들다 학교 분식집 꼬치 계란 토스트 먹다 티라미수 압구정 본점 서비스 근데 제발 주다 좋다 존나 맛맀음,1,939,939,@bab_10000
먹자밥,지짜 맛있어욥,0,0,761,"['지다', '맛있다']",0,지다 맛있다,0,,,@bab_10000
먹자밥,호식이 크리스피 골드칰힌이 너무나도 궁금하거등요,3,0,761,"['호식', '크리스', '골드칰힌', '너무나도', '궁금하다']",0,호식 크리스 골드칰힌 너무나도 궁금하다,0,,,@bab_10000
먹기록,"ckbg.lab
진짜 뻥 안치고 존나 맛있음
비속어 나오는 맛임
포장한지 10~20분 뒤에 먹었는데 그래도 바삭하고 축축해지지 않음. 2단계라 맛있게 매콤한 치킨과 적당히 상큼한 양배추의 조화가 완벽하다. 르프리크와 롸카두들을 제치고 제 맘 속 1등 치킨버거 하실게요~",4200,0,341,"['진짜', '안치', '존나', '맛있다', '비속어', '나오다', '맛임', '포장', '한지', '먹다', '그래도', '바삭', '하고', '축축하다', '않다', '단계', '맛있다', '매콤', '치킨', '적당하다', '상큼', '양배추', '조화', '완벽하다', '르프리크', '롸카두들', '치고', '치킨', '버거']",1,진짜 안치 존나 맛있다 비속어 나오다 맛임 포장 한지 먹다 그래도 바삭 하고 축축하다 않다 단계 맛있다 매콤 치킨 적당하다 상큼 양배추 조화 완벽하다 르프리크 롸카두들 치고 치킨 버거,1,939,939,@yum_good_yum
머빈,"#제품제공 #내돈내산

딘토 블러젤리 플럼핑 립틴트

771핑크쥴레 (제품제공) 772코랄쥴레 (내돈)

진짜 너무너무 맑고 너무 예뻐요....
딘토 진짜 이런거 어떻게 만든거에요 ㅜㅜㅜ

너무 이뻐 다른 색도 사야겠숴요 ㅜㅜㅜ 이 맑은 광... 진짜 미친다",446,0,1만,"['딘토', '블러', '젤리', '플럼핑', '틴트', '핑크', '쥴레', '제품', '제공', '코랄', '쥴레', '진짜', '너무', '너무', '맑다', '너무', '예쁘다', '딘토', '진짜', '이렇다', '어떻다', '만들다', '너무', '이쁘다', '다른', '색도', '사다', '맑은', '진짜', '미치다', '#제품제공', '#내돈내산']",0,딘토 블러젤리 플럼핑틴트 핑크쥴레 제품제공 코랄쥴레 진짜너무 너무맑다 너무예쁘다 딘토진짜 이렇다어떻다 만들다 너무 이쁘다 다른색도 사다맑은 진짜미치다 #제품제공 #내돈내산,0,,,@iamloveallpink
머빈,"#제품제공

아니 텐스 립 뭐에요 진짜???? 아니 너무 예쁨...

샤인 모먼트 글로시 립 틴트 
11 Clickbait

멈췄던 심장이 다시 뛰기 시작한다...
내일 다시 업로드하긴 할건데 넘 이뻐서

발색 하자마자 호다닥 올림 ㅜㅜㅜㅜㅜㅜㅜ",86,0,1만,"['아니다', '텐스', '진짜', '아니다', '너무', '예쁘다', '샤인', '모먼트', '로시', '틴트', '멈추다', '심장', '다시', '뛰다', '시작', '내일', '다시', '업로드', '넘다', '이쁘다', '발색', '하자', '마자', '호다닥', '올리다', '#제품제공']",0,아니다 텐스진짜 아니다너무 예쁘다샤인 모먼트로시 틴트멈추다 심장다시 뛰다시작 내일다시 업로드넘다 이쁘다발색 하자마자 호다닥올리다 #제품제공,0,,,@iamloveallpink
머빈,"#제품제공 
@alterstereo


얼터너티브스테레오의 베이비로즈 2종 세트를 받아봤어요 (립포션, 크림치크)

미지근 핑크러버 저에게 정말 맘에 쏙 드는 컬러였어요!! 핑크로즈에 우유를 한 방울 탄 컬러에요

크림치크는 손가락 온도에 자연스럽게 녹아 볼에 약간의 광이 돌게 올라가는",45,0,1만,"['얼터너티브', '스테레오', '베이비', '세트', '받다', '보다', '립포션', '크림', '크다', '미지', '핑크', '러버', '에게', '정말', '들다', '컬러', '핑크', '우유', '방울', '타다', '컬러', '크림', '크다', '손가락', '온도', '자연', '스럽게', '녹다', '약간', '돌다', '올라가다', '#제품제공']",0,얼터너티브스테레오 베이비 세트받다 보다립포션 크림크다 미지핑크 러버에게 정말들다 컬러핑크 우유방울 타다컬러 크림크다 손가락온도 자연스럽게 녹다약간 돌다올라가다 #제품제공,0,,,@iamloveallpink
머빈,"#빈이가이드 팔레트 -> #제품제공 

애굣살, 언더음영 가이드

아무 팔레트나 상관없어요!! 저는 투에이엔 06스테디 팔레트로 진행했어요 ㅎ_ㅎ

타래에 텍스트로 정리해서 적어둘게요",52,0,1만,"['팔레트', '애굣살', '음영', '가이드', '아무', '팔레트', '상관없다', '에이엔', '테디', '팔레트', '진행', '타래', '텍스트', '정리', '적다', '두다', '#빈이가이드', '#제품제공']",0,팔레트 애굣살 음영 가이드 아무팔레트 상관없다 에이엔테디 팔레트진행 타래텍스트 정리적다 두다 #빈이가이드#제품제공,,,,@iamloveallpink
머빈,"드디어 공개할 수 있는 #제품제공 딘토

르 샤 부뜨 콜렉션 ...><

블러젤리 플런핑 립틴트 771 핑크쥴레
치크&아이 멀티유즈 팔레트 762 핑크 샤

고양이 너무 귀여워~~~!!!

트위터엔 안 올려두 되지만 사진이 잘 나와서 ㅎㅎ 올려버리기",25,0,1만,"['드디어', '공개', '딘토', '뜨다', '콜렉션', '블러', '젤리', '플런핑', '틴트', '핑크', '쥴레', '크아', '멀티', '유즈', '팔레트', '핑크', '고양이', '너무', '귀엽다', '트위터', '올리다', '되다', '사진', '자다', '나오다', '올리다', '버리다', '#제품제공']",0,드디어 공개딘토 뜨다콜렉션 블러젤리 플런핑틴트 핑크쥴레 크아멀티 유즈팔레트 핑크고양이 너무귀엽다 트위터 올리다되다 사진자다 나오다올리다 버리다 #제품제공,0,,,@iamloveallpink
머빈,"#빈이발색 #제품제공

릴리바이레드
살구듬뿍 머쉬룸인 척

이거 왜이렇게 이뻐요....?
와 진짜 예쁜 핑크라서 감격...

딸기가득머쉬룸도 사려구요,,

핑잘봄라 진짜 찰떡 템!!!!!! 아 너무이뻐!!!!!",40,0,1만,"['릴리', '바이', '레드', '살구', '듬뿍', '머쉬룸', '이렇게', '이쁘다', '오다', '진짜', '예쁘다', '핑크', '라서', '감격', '딸기', '가득', '머쉬룸', '사다', '핑잘봄', '진짜', '찰떡', '너무', '이쁘다', '#빈이발색', '#제품제공']",0,릴리 바이레드 살구듬뿍 머쉬룸이렇게 이쁘다 오다 진짜 예쁘다핑크 라서감격 딸기가득 머쉬룸사다 핑잘봄진짜 찰떡너무 이쁘다#빈이발색#제품제공,0,,,@iamloveallpink
릿코,"#광고 #rt추첨 
다이소 5000원의 축복•••
마몽드의 세컨브랜드미모 바이 마몽드

오랜시간 믿고 써온 브랜드인 마몽드를 좋은가격에 기존의 좋은 퀄리티 그대로 >다이소<에서 만날 수 있어요

수분을 중점으로 둔 로지-히알론 라인 & 모공 및 과다 분비된 피지케어 중점 피어니 티놀 -라인",694,0,"3,974","['다이소', '축복', '마몽드', '브랜드', '미모', '바이', '마몽드', '오랜', '시간', '믿다', '써다', '브랜드', '마몽드', '좋다', '가격', '기존', '좋다', '퀄리티', '그대로', '다이소', '만날', '수분', '중점', '두다', '지히', '알론', '라인', '모공', '분비', '되다', '피지', '케어', '중점', '피어', '티놀', '라인', '#광고', '#rt추첨']",0,다이소 축복 마몽드 브랜드 미모 바이 마몽드 오랜 시간 믿다 써다 브랜드 마몽드 좋다 가격 기존 좋다 퀄리티 그대로 다이소 만날 수분 중점 두다 지히 알론 라인 모공 분비 되다 피지 케어 중점 피어 티놀 라인 #광고 #rt추첨,0,,,@xiverez
릿코,"#광고
홀리카홀리카 래쉬 코렉팅 케어 꿀조합 기획세트가 8월 30일에 올영 9월 세일과 동시에 런칭됩니다

1호 에센셜 세럼과 2호 블랙세럼 두가지 제품을 한번에 만나보실 수 있는 구성이에요

*사진 마스카라 사용 2호 블랙세럼만 사용",24,0,"3,974","['리카', '리카', '코렉팅', '케어', '조합', '기획', '세트', '일과', '동시', '런칭됩니', '에센셜', '블랙', '가지', '제품', '한번', '만나다', '보다', '구성', '이에요', '사진', '마스카라', '사용', '블랙', '사용', '#광고']",0,리카 리카 코렉팅 케어 조합 기획 세트 일과 동시 런칭됩니 에센셜 블랙 가지 제품 한번 만나다 보다 구성 이에요 사진 마스카라 사용 블랙 사용 #광고,0,,,@xiverez
료,"세잔느 메베 좋다구 해서 쿠팡 세일할때 사봤더니 ……… 진짜 좋음 이슈 발생 ;;;; 
모공도 매워주고 기름도 확실히 덜나오는데 건조하지도 않음
수부지 강추합니다 … 여름에 어떨지 궁금함
저는 쿠팡애서 만원대에 샀는데 가격 변동이 있더라구요 !!",1100,0,"7,135","['세잔', '메베', '좋다', '쿠팡', '사보다', '진짜', '좋다', '이슈', '발생', '모공', '맵다', '기름', '확실하다', '덜다', '건조하다', '않다', '부지', '추하다', '여름', '어떻다', '궁금하다', '쿠팡', '만원', '사다', '가격', '변동']",1,세잔 메베 좋다 쿠팡 사보다 진짜 좋다 이슈 발생 모공 맵다 기름 확실하다 덜다 건조하다 않다 부지 추하다 여름 어떻다 궁금하다 쿠팡 만원 사다 가격 변동,1,939,939,@solig_ht
료,"봄웜 여러분 … 에스쁘아 오드코랄 사세요
복숭아 저리가라임


엄청 여리여리한 물막광인데
글로스같기도하고 입술 위에서 편함
시간 지나면 컬러 좀 짙어지긴 하지만
애초에 옅게 올라와서 걱정할정도는 아닌듯
클리오랑 비슷한데 클리오보다 가볍고 편해요
아 그냥 예쁘다니까요!!!!",1000,0,"7,135","['봄웜', '여러분', '에스쁘', '오드', '코랄', '사다', '복숭아', '저리', '라임', '엄청', '여리다', '여리다', '물막광', '로스', '같다', '도하', '입술', '편하다', '시간', '지나다', '컬러', '짙어지다', '하지만', '애초', '옅다', '올라오다', '걱정', '정도', '아니다', '클리오', '비슷하다', '클리오', '보다', '가볍다', '편하다', '그냥', '예쁘다']",1,봄웜 여러분 에스쁘 오드 코랄 사다 복숭아 저리 라임 엄청 여리다 여리다 물막광 로스 같다 도하 입술 편하다 시간 지나다 컬러 짙어지다 하지만 애초 옅다 올라오다 걱정 정도 아니다 클리오 비슷하다 클리오 보다 가볍다 편하다 그냥 예쁘다,,939,939,@solig_ht
료,"데저트 티타늄 실물 미쳤음
로즈골드의 귀환",1100,0,"7,135","['데저트', '티타늄', '실물', '미치다', '골드', '귀환']",1,데저트 티타늄 실물 미치다 골드 귀환,,939,939,@solig_ht
료,"오늘 이거 발랐는데 봄이 그냥 내 볼에 ,,
봄웜분들 고민중이시라면 사셔요",526,0,"7,135","['오늘', '바르다', '그냥', '봄웜', '분들', '고민', '라면', '사다']",1,오늘 바르다 그냥 봄웜 분들 고민 라면 사다,,939,939,@solig_ht
료,"알리에서 산 … 웨메 브러쉬랑 똑같이 생긴 놈
웨메 스패출라 브러쉬를 안써봐서 비교는 안되지만
요즘 가장 잘 사용하는 브러쉬임
에이지투웨니스 에센셜 팩트를 거의 매일 사용중인데 얇게 바르면서 모공은 꼭꼭 채워줄 수 있어서 너무 좋음!
모공 부자는 이 브러쉬를 꼭 사시길 바람… 이천얼마에삼",452,0,"7,135","['알리', '웨메', '브러쉬', '똑같이', '생기다', '놈웨메', '스패출', '브러쉬', '써다', '보다', '비교', '안되다', '요즘', '가장', '자다', '사용', '브러쉬', '이지투', '니스', '에센셜', '팩트', '거의', '매일', '사용', '얇다', '바르다', '모공', '꼭꼭', '채우다', '너무', '좋다', '모공', '부자', '브러쉬', '사다', '바람', '얼마']",1,알리 웨메 브러쉬 똑같이 생기다 놈웨메 스패출 브러쉬 써다 보다 비교 안되다 요즘 가장 자다 사용 브러쉬 이지투 니스 에센셜 팩트 거의 매일 사용 얇다 바르다 모공 꼭꼭 채우다 너무 좋다 모공 부자 브러쉬 사다 바람 얼마,,939,939,@solig_ht
료,"아까 수정화장 하다가 … 
에이지투웨니스 에센스 팩트 진짜 잘쓴다니까요
트친 누나들 나 한번만 믿어봐!!
웨메 스패출라 브러쉬 같은거로 대충 펴바르고 뚜들겨봐 진짜 좋다고 이거
얼국 찢어질 것 같은 누나들 꼭 써봐 진짜 진심이야
맨날 이거 씀
근데 꼭 얇게 발라야해 두껍게 바르는 순간 망한다",407,0,"7,135","['아깝다', '수정', '화장', '에이지', '투웨', '니스', '에센스', '팩트', '진짜', '잘쓰다', '트친', '누나', '한번', '믿어봐웨메', '스패출', '브러쉬', '같다', '대충', '펴다', '바르다', '뚜들기다', '보다', '진짜', '좋다', '거얼국', '찢어지다', '같다', '누나', '써다', '보다', '진짜', '진심', '이야', '맨날', '쓰다', '근데', '얇다', '발라', '야하다', '두껍다', '바르다', '순간', '망하다']",1,아깝다 수정 화장 에이지 투웨 니스 에센스 팩트 진짜 잘쓰다 트친 누나 한번 믿어봐웨메 스패출 브러쉬 같다 대충 펴다 바르다 뚜들기다 보다 진짜 좋다 거얼국 찢어지다 같다 누나 써다 보다 진짜 진심 이야 맨날 쓰다 근데 얇다 발라 야하다 두껍다 바르다 순간 망하다,1,939,939,@solig_ht
료,"라카 민심 떡락하는 중 …
이번에 싱글 섀도우 런칭 하는데
모든 업계가 조심하는 3.1 일본 런칭에 이어
한국은 2+1에 배송비 별도 +10% 할인
일본은 1+1에 배송비는 같지만 +20% 할인
싱글 섀도우 가격이 8천원으로 저렴하지도 않은데 여러개 구매시 나눠서 구매해야하고 (배송비중복) 증정품은 동일",1000,0,"7,135","['라카', '민심', '떡락하', '이번', '싱글', '섀도우', '런칭', '데모', '업계', '조심하다', '일본', '런칭', '한국', '배송비', '별도', '할인', '일본', '배송비', '같다', '할인', '싱글', '섀도우', '가격', '천원', '저렴하다', '않다', '여러', '구매', '나누다', '구매', '배송비', '중복', '증정', '품다', '동일']",1,라카 민심 떡락하 이번 싱글 섀도우 런칭 데모 업계 조심하다 일본 런칭 한국 배송비 별도 할인 일본 배송비 같다 할인 싱글 섀도우 가격 천원 저렴하다 않다 여러 구매 나누다 구매 배송비 중복 증정 품다 동일,,939,939,@solig_ht
